SECTOR,TICKER,NAME,HREF,LAST,CHANGE_%,SELL,BUY,TURNOVER_MNOK,TRADES_COUNT,MARKETCAP_MNOK,TIME_HHMMSS,TIME_SECS
Industri,NTS,NTS,https://www.oslobors.no/markedsaktivitet#/details/NTS.OSE,67.0,-1.47,0.0,0.0,0.1,9,7991.24,23:59:56,86396
Eiendom,NPRO,Norwegian Property,https://www.oslobors.no/markedsaktivitet#/details/NPRO.OSE,11.2,-1.75,0.0,0.0,0.07,27,5528.61,23:59:56,86396
Forbruksvarer,SATS,SATS,https://www.oslobors.no/markedsaktivitet#/details/SATS.OSE,16.74,-1.88,0.0,0.0,2.77,311,2845.8,23:59:56,86396
Energi,ENDUR,Endúr,https://www.oslobors.no/markedsaktivitet#/details/ENDUR.OSE,0.82,-1.9,0.0,0.0,0.22,42,175.22,23:59:56,86396
Energi,OTS,Oceanteam,https://www.oslobors.no/markedsaktivitet#/details/OTS.OSE,3.09,-1.9,0.0,0.0,0.03,8,105.71,23:59:56,86396
Industri,VEI,Veidekke,https://www.oslobors.no/markedsaktivitet#/details/VEI.OSE,91.0,-1.94,0.0,0.0,4.74,276,12281.02,23:59:56,86396
Helsevern,MEDI,Medistim,https://www.oslobors.no/markedsaktivitet#/details/MEDI.OSE,193.0,-2.03,0.0,0.0,0.48,62,3512.76,23:59:56,86396
Finans,VVL,Voss Veksel- og Landmandsbank,https://www.oslobors.no/markedsaktivitet#/details/VVL.OSE,143.0,-2.05,0.0,0.0,0.06,9,315.15,23:59:56,86396
Helsevern,NAVA,Navamedic,https://www.oslobors.no/markedsaktivitet#/details/NAVA.OSE,23.7,-2.07,0.0,0.0,0.07,23,350.11,23:59:56,86396
Forsyning,SSO,Scatec Solar,https://www.oslobors.no/markedsaktivitet#/details/SSO.OSE,163.5,-2.1,0.0,0.0,105.64,2593,20549.2,23:59:56,86396
Energi,MSEIS,Magseis Fairfield,https://www.oslobors.no/markedsaktivitet#/details/MSEIS.OSE,1.27,-2.16,0.0,0.0,1.48,253,338.8,23:59:56,86396
Industri,TRE,Treasure,https://www.oslobors.no/markedsaktivitet#/details/TRE.OSE,11.2,-2.18,0.0,0.0,0.03,6,2406.15,23:59:57,86397
Forbruksvarer,XXL,XXL,https://www.oslobors.no/markedsaktivitet#/details/XXL.OSE,13.25,-2.21,0.0,0.0,56.53,3182,3344.79,23:59:57,86397
Industri,AFK,Arendals Fossekompani,https://www.oslobors.no/markedsaktivitet#/details/AFK.OSE,2520.0,-2.33,0.0,0.0,1.21,39,5517.34,23:59:57,86397
IT,REC,REC Silicon,https://www.oslobors.no/markedsaktivitet#/details/REC.OSE,2.82,-2.42,0.0,0.0,4.5,385,789.09,23:59:57,86397
Helsevern,CARA,Carasent,https://www.oslobors.no/markedsaktivitet#/details/CARA.OSE,15.75,-2.48,0.0,0.0,0.26,42,639.98,23:59:57,86397
Energi,RAKP,RAK Petroleum,https://www.oslobors.no/markedsaktivitet#/details/RAKP.OSE,5.2,-2.62,0.0,0.0,0.96,50,1011.13,23:59:57,86397
Energi,SHLF,Shelf Drilling,https://www.oslobors.no/markedsaktivitet#/details/SHLF.OSE,3.1,-2.82,0.0,0.0,0.89,103,422.16,23:59:57,86397
Energi,PGS,PGS,https://www.oslobors.no/markedsaktivitet#/details/PGS.OSE,3.13,-3.01,0.0,0.0,14.23,1131,1211.18,23:59:57,86397
Energi,NODL,Northern Drilling,https://www.oslobors.no/markedsaktivitet#/details/NODL.OSE,4.51,-3.01,0.0,0.0,0.11,54,72.68,23:59:57,86397
Industri,WALWIL,Wallenius Wilhelmsen,https://www.oslobors.no/markedsaktivitet#/details/WALWIL.OSE,14.2,-3.4,0.0,0.0,45.64,2540,5996.73,23:59:57,86397
IT,NEXT,NEXT Biometrics Group,https://www.oslobors.no/markedsaktivitet#/details/NEXT.OSE,2.87,-3.69,0.0,0.0,1.06,150,123.21,23:59:57,86397
Industri,HEX,Hexagon Composites,https://www.oslobors.no/markedsaktivitet#/details/HEX.OSE,26.5,-3.71,0.0,0.0,27.76,2146,4801.07,23:59:57,86397
Industri,RISH,GC Rieber Shipping,https://www.oslobors.no/markedsaktivitet#/details/RISH.OSE,5.05,-3.81,0.0,0.0,0.02,4,434.47,23:59:57,86397
IT,IDEX,IDEX Biometrics,https://www.oslobors.no/markedsaktivitet#/details/IDEX.OSE,1.57,-3.91,0.0,0.0,7.38,681,1232.96,23:59:57,86397
Energi,FRO,Frontline,https://www.oslobors.no/markedsaktivitet#/details/FRO.OSE,76.9,-3.94,0.0,0.0,223.05,5965,15202.54,23:59:57,86397
Energi,SBX,SeaBird Exploration,https://www.oslobors.no/markedsaktivitet#/details/SBX.OSE,0.23,-4.48,0.0,0.0,0.75,188,126.38,23:59:57,86397
Materialer,SCANA,Scana,https://www.oslobors.no/markedsaktivitet#/details/SCANA.OSE,0.83,-4.6,0.0,0.0,0.09,21,89.23,23:59:57,86397
Energi,EIOF,Eidesvik Offshore,https://www.oslobors.no/markedsaktivitet#/details/EIOF.OSE,3.6,-4.76,0.0,0.0,0.01,3,223.74,23:59:57,86397
IT,PEXIP,Pexip Holding,https://www.oslobors.no/markedsaktivitet#/details/PEXIP.OSE,100.0,-5.37,0.0,0.0,108.23,2702,9899.63,23:59:57,86397
Energi,DOF,DOF,https://www.oslobors.no/markedsaktivitet#/details/DOF.OSE,0.57,-5.67,0.0,0.0,0.49,187,174.19,23:59:57,86397
Egenkapitalbevis,SOAG,SpareBank 1 Østfold Akershus,https://www.oslobors.no/markedsaktivitet#/details/SOAG.OSE,216.0,-6.09,0.0,0.0,0.29,17,2675.74,23:59:57,86397
Energi,NOR,Norwegian Energy Company,https://www.oslobors.no/markedsaktivitet#/details/NOR.OSE,151.0,-6.79,0.0,0.0,6.92,356,3654.67,23:59:57,86397
Industri,NAS,Norwegian Air Shuttle,https://www.oslobors.no/markedsaktivitet#/details/NAS.OSE,2.6,-31.22,0.0,0.0,1018.16,78657,7981.02,23:59:57,86397
IT,THIN,Thin Film Electronics,https://www.oslobors.no/markedsaktivitet#/details/THIN.OSE,0.56,-34.88,0.0,0.0,8.6,1318,36.09,23:59:57,86397
Egenkapitalbevis,AURG,Aurskog Sparebank,https://www.oslobors.no/markedsaktivitet#/details/AURG.OSE,180.0,-99,0.0,0.0,0.0,0,578.55,23:59:57,86397
Energi,EMAS,EMAS Offshore,https://www.oslobors.no/markedsaktivitet#/details/EMAS.OSE,0.29,-99,0.0,0.0,0.0,0,127.15,23:59:57,86397
Energi,SIOFF,Siem Offshore,https://www.oslobors.no/markedsaktivitet#/details/SIOFF.OSE,0.72,-99,0.0,0.0,0.0,0,668.34,23:59:57,86397
Egenkapitalbevis,SOGN,Sogn Sparebank,https://www.oslobors.no/markedsaktivitet#/details/SOGN.OSE,96.0,-99,0.0,0.0,0.01,2,60.72,23:59:57,86397
Egenkapitalbevis,SNOR,SpareBank 1 Nordvest,https://www.oslobors.no/markedsaktivitet#/details/SNOR.OSE,110.0,-99,0.0,0.0,0.0,0,245.36,23:59:57,86397
Industri,WILS,Wilson,https://www.oslobors.no/markedsaktivitet#/details/WILS.OSE,21.6,-99,0.0,0.0,0.0,0,947.38,23:59:57,86397
